col.0: MtotZAMS/Msun  col.1:num mergers
430669009.9262963 60
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
3_1270471 60.9708 20.3596 7.5376 4.0726 11.6102 7632.2783 210.43 0.98409 37.4935 94.0692 0.9802 -0.5512 3.271 -4.261 -3.199 48.12 -5.986 -2.763 4.576 8.418 True
3_1624436 71.7691 60.9136 11.6124 9.2053 20.8177 2204.2141 14.453 0.30749 0.0 16.6155 1.0 1.0 79.28 -0.7275 -0.0 44.54 4.335 -1.482 4.265 4.746 True
3_1789897 44.4215 41.7483 7.0497 5.9891 13.038799999999998 2418.9119 10.968 0.3799 25.3795 47.9293 0.9993 1.0 80.85 11.98 -6.455 111.7 -18.86 -1.617 5.243 5.805 True
3_1911930 50.7839 42.9285 5.4746 6.098 11.5726 3101.1741 22.223 0.79936 53.8981 72.1507 0.9995 0.9983 175.5 -80.84 -8.189 123.1 -23.2 -23.31 4.9 5.458 True
3_2438514 123.3497 30.0815 24.8263 8.2795 33.1058 18.179 2263.5 0.9998 0.0 39.5003 1.0 0.061 0.2888 0.03551 -0.0 12.45 0.9709 -0.137 3.76 6.807 False
3_2558351 80.3167 42.7325 19.8785 8.8757 28.754199999999997 8013.4883 4654.0 0.99907 0.0 25.0678 1.0 -0.987 0.2319 -0.05895 0.0 9.348 0.541 -0.03736 4.119 5.3 False
3_2602194 107.3138 67.8252 9.2002 7.5012 16.7014 3262.9148 12.638 0.15345 6.7523 27.1285 1.0 1.0 101.4 -1.4 -0.1975 51.04 -7.371 1.741 3.899 4.417 True
3_2691482 144.0538 79.4128 11.4561 9.0383 20.4944 2177.0986 13.209 0.12506 0.0 24.0231 1.0 1.0 72.9 0.0 -0.0 50.18 -12.42 -2.607 3.715 4.199 True
3_3109237 67.5075 56.1785 11.3689 8.6361 20.005000000000003 1029.3162 11.061 0.21797 0.0 6.6401 1.0 1.0 71.88 -8.84 0.0 56.85 8.201 0.6359 4.349 4.837 True
3_3508819 42.2098 39.3809 6.7533 5.4728 12.2261 3733.6824 11.256 0.33364 9.3002 81.4903 1.0 0.9995 89.0 6.425 0.7446 94.74 -54.82 -8.779 5.395 5.975 True
3_3658431 52.8767 44.7302 6.6188 6.5525 13.1713 2598.9963 9.8712 0.087219 33.8684 33.4317 0.9999 1.0 106.8 -33.29 3.428 74.39 0.224 -1.127 4.81 5.35 True
3_3830601 58.8936 43.7453 11.5487 5.6997 17.2484 1128.9708 332.47 0.99361 18.8086 76.6109 0.9492 0.8261 3.51 -2.091 1.566 35.14 -5.373 -1.077 4.591 5.269 True
3_3834195 74.8072 19.5069 10.2989 4.198 14.4969 1438.0591 259.78 0.99203 9.9376 91.7818 0.9994 0.0942 1.465 0.9508 0.6018 39.68 8.688 -2.04 4.252 8.28 True
4_333015 52.4365 44.4817 6.8245 6.5538 13.3783 13774.3828 17.466 0.38164 36.2225 34.7699 0.9997 1.0 92.22 -17.83 5.239 47.5 26.65 -0.7451 4.838 5.377 True
4_826095 89.925 60.7745 7.7796 6.5127 14.292300000000001 3733.533 13.27 0.39608 14.705 78.5022 0.9999 0.9998 119.0 1.968 3.692 84.93 -18.68 -4.414 4.058 4.603 True
4_911547 61.1043 50.7255 8.8567 7.4948 16.3515 1528.3843 10.495 0.20945 11.7833 38.8729 1.0 0.9983 97.37 44.03 -0.2891 42.14 -10.52 -11.98 4.519 5.037 True
4_1483102 74.2908 46.8837 17.4819 10.4247 27.906599999999997 2437.6492 11078.0 0.99979 0.0 14.2605 1.0 0.3936 0.1756 -0.04556 0.0 5.881 1.116 -0.07931 4.216 5.007 False
4_1914434 47.4537 41.0465 6.1837 5.7105 11.8942 4980.6538 11.375 0.25696 22.3115 55.6948 0.9999 0.9971 86.94 24.44 2.374 81.66 -15.84 -14.26 5.078 5.649 True
4_1957805 54.1691 45.5285 6.621 6.5542 13.1752 3147.676 14.211 0.55401 14.7619 28.9209 1.0 0.9964 183.1 50.88 1.547 36.8 23.29 10.74 4.758 5.302 True
4_2544989 56.9959 28.9774 9.1391 3.6042 12.7433 1668.3042 221.21 0.99087 12.2462 93.3873 0.9944 -0.959 4.338 -0.3922 0.8325 42.66 0.8686 -0.5693 4.671 7.134 True
4_3695396 65.3336 25.9191 10.6815 3.8098 14.491299999999999 2953.4016 249.68 0.98916 13.858 79.9973 0.9994 0.9041 4.126 1.756 0.3724 35.84 3.318 0.885 4.428 7.643 True
4_3885949 37.2585 36.5759 4.4971 3.9738 8.4709 5552.8569 382.7 0.99456 105.058 30.6849 -0.9997 0.8921 46.83 2.527 -0.2456 19.63 -1.439 -0.8431 5.87 5.952 True
