col.0: MtotZAMS/Msun  col.1:num mergers
430491389.7510028 42
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
1_2980241 43.7221 39.701 5.7231 4.8452 10.5683 2538.938 239.49 0.9913 44.3717 89.6645 0.9515 -0.9981 4.194 5.321 1.607 52.23 -11.06 -0.1844 5.268 6.567 True
1_3183958 56.7115 47.5224 4.8669 5.3216 10.188500000000001 9820.6221 12.485 0.31954 68.2208 79.8304 0.9999 0.9972 237.8 29.21 3.462 51.2 32.9 14.11 4.649 5.212 True
1_3875055 66.7664 50.7192 11.0007 10.3707 21.3714 10372.4385 5791.9 0.99937 2.2834 16.766 0.9992 -0.6627 1.393 -0.4214 -0.193 8.965 -0.4945 -0.1766 4.382 4.848 False
1_3912680 79.1837 39.307 9.8682 4.8721 14.7403 1335.922 399.61 0.99528 18.6306 73.0299 0.9631 -0.3889 2.192 -1.101 2.746 33.93 -5.872 -1.297 4.177 6.185 True
2_130558 93.2736 51.0635 14.1422 5.7904 19.9326 655.3671 554.36 0.99721 0.0 81.5549 1.0 0.5956 0.2941 0.06176 -0.0 29.09 12.19 0.9085 3.994 5.327 True
2_233197 99.78 27.6995 11.0295 4.2639 15.2934 5145.186 311.54 0.98925 14.2456 79.3158 0.9879 -0.0497 2.301 -1.409 -2.08 34.63 -2.275 -1.994 3.962 7.146 True
2_1176547 37.9662 35.0118 4.2955 3.8348 8.1303 4593.5825 13.12 0.66549 31.7559 102.759 0.9998 1.0 185.4 -77.97 4.082 170.1 -20.25 2.053 5.671 6.301 True
2_1547819 60.4711 47.446 8.338 4.9868 13.3248 9167.2256 1462.5 0.99804 18.7219 15.1223 0.5643 0.1474 4.535 -1.858 -0.2524 7.803 -2.816 0.711 4.545 5.05 True
2_1569215 56.4384 43.1733 5.1714 5.6991 10.8705 523.0935 221.08 0.99479 27.7485 86.9588 0.9986 -0.4846 3.022 -1.288 0.446 55.21 -10.11 2.36 4.72 6.379 True
2_1660673 42.0111 36.686 4.935 4.0933 9.0283 5799.958 12.443 0.5517 34.9053 34.2374 0.9997 1.0 197.3 -86.18 -6.54 66.56 -19.54 -0.6839 5.359 5.972 True
2_1695553 33.2448 29.004 3.6263 3.4584 7.0847 556.46 164.85 0.9949 95.1544 108.9985 0.0657 -0.9695 8.252 -6.837 -3.994 66.3 23.12 -0.6976 6.24 8.062 True
2_1999704 58.5074 48.7327 5.4695 5.5412 11.0107 8746.9375 13.063 0.34406 25.8943 72.8402 1.0 0.9995 131.2 -26.03 -0.1846 108.3 36.16 -8.714 4.598 5.151 True
2_2194567 34.3539 31.3234 3.9099 3.2343 7.1442 13281.9531 14.843 0.63861 54.1002 74.0816 0.9997 0.996 154.2 9.458 -4.246 108.4 -4.25 25.77 6.049 6.715 True
2_3357419 71.3133 56.5852 7.91 6.4857 14.3957 3244.8035 13.099 0.41654 31.4796 46.8672 0.9993 0.9992 89.64 -9.557 6.739 76.66 -2.467 11.43 4.276 4.799 True
2_3665011 86.7947 86.71 7.1523 7.1247 14.277000000000001 1320.6403 436.16 0.99575 21.8937 47.2732 0.9935 0.9429 8.103 -5.41 -5.694 27.4 -6.618 -0.6561 4.129 4.13 True
2_3790321 140.836 40.1036 14.1119 6.0816 20.1935 3143.4436 429.2 0.99201 0.0 81.7885 1.0 -0.6367 0.4138 -0.02083 0.0 32.6 6.044 1.455 3.742 6.251 True
2_3912666 69.0985 50.3878 11.1768 9.3238 20.5006 2307.7854 8530.4 0.99978 8.2851 19.2963 0.9905 0.0399 0.9377 -0.9713 -1.055 9.591 -2.554 0.1109 4.33 4.822 False
3_582839 42.679 36.4181 7.0728 4.1278 11.2006 652.0114 573.3 0.99837 29.9308 50.622 0.927 0.4383 4.591 3.444 2.122 27.8 -1.571 -0.5801 5.32 6.242 True
3_1269305 38.9858 36.8635 4.4354 4.0625 8.4979 2141.332 34.322 0.92615 50.7945 90.8028 1.0 0.2724 232.2 65.5 -2.633 49.67 -2.616 -24.12 5.593 6.214 True
3_2760089 43.8968 32.9042 3.8032 4.6189 8.4221 839.7545 181.65 0.99359 83.7819 98.6718 0.3326 0.5563 7.958 -2.012 4.282 62.15 24.79 -2.993 5.315 7.446 True
3_2806544 44.2539 39.587 3.4928 5.4197 8.9125 6510.9351 170.87 0.98452 97.0814 102.1935 0.4725 -0.1007 6.422 -1.984 -5.51 68.61 24.15 -6.18 5.311 7.002 True
3_3696559 72.3948 58.7547 8.2445 6.6301 14.874600000000001 11857.6211 19.213 0.44611 14.6804 18.6381 1.0 0.9997 84.7 -19.72 -0.9814 73.39 8.981 -6.585 4.264 4.784 True
3_3736353 41.4374 38.0316 4.7253 4.211 8.9363 3943.2231 12.423 0.61923 21.3232 92.2946 0.9999 0.9925 209.7 80.83 -4.453 116.5 -64.8 22.29 5.394 6.006 True
4_321235 80.1659 64.2648 9.6635 7.2194 16.8829 3695.8638 13.049 0.13581 3.1449 46.9805 1.0 0.9993 83.46 -12.06 -0.3507 67.86 -23.32 9.089 4.133 4.636 True
4_531341 39.991 38.1779 4.8364 4.2274 9.0638 11411.4062 10.871 0.097766 49.8041 56.3026 0.9986 0.9992 127.8 -35.36 8.228 87.08 35.79 -7.023 5.514 6.127 True
4_591114 40.2139 33.8408 6.3924 3.4872 9.8796 7.5229 218.5 0.99947 14.8168 87.9164 0.9776 -0.7831 3.619 -2.391 -0.9457 46.24 9.462 0.3603 5.502 6.413 True
4_1501587 49.6898 19.4303 4.237 3.3244 7.5614 8628.8477 217.21 0.98887 42.6523 113.9997 0.9426 -0.9227 4.27 -0.9712 3.175 62.12 25.38 1.556 5.001 8.731 True
4_2568032 49.5343 41.7016 4.9807 4.676 9.6567 10772.9297 11.828 0.25198 57.0372 53.1911 0.9965 0.9998 105.8 -4.547 -12.38 106.8 -11.69 -4.294 4.938 5.526 True
4_2625808 89.2801 62.1861 7.3304 5.1195 12.4499 16.0614 462.42 0.99937 25.5971 55.8316 0.9616 0.9626 10.97 -0.4379 7.735 31.54 -1.229 0.142 4.1 4.566 True
4_3141067 36.4361 27.1551 4.0565 3.24 7.2965 2200.2712 212.15 0.99317 44.3295 103.5057 0.8033 0.5281 4.844 -1.763 2.304 57.32 -25.49 2.691 5.87 8.173 True
4_3486012 73.122 37.7591 8.2607 4.8831 13.143799999999999 6547.9141 302.63 0.98897 18.3612 80.692 0.9967 0.0059 2.55 1.447 -0.7723 40.58 -8.732 2.686 4.282 6.396 True
4_3660053 43.1693 38.1374 7.0311 4.7031 11.734200000000001 28.6069 746.93 0.99954 36.3832 75.1596 0.925 0.323 4.529 5.77 -1.558 33.38 18.63 0.5426 5.289 5.806 True
