col.0: MtotZAMS/Msun  col.1:num mergers
430582573.8796976 73
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
2_2617873 29.7305 28.5332 12.1912 4.5704 16.7616 956.7595 3218.5 0.99967 39.8599 26.7641 -0.621 -0.5584 11.73 -11.21 0.5694 7.995 -0.326 -0.3633 7.168 7.429 True
2_2785072 28.8578 27.9232 4.7803 3.5288 8.3091 10670.7549 225.99 0.98765 75.9088 66.1959 0.7593 -0.812 33.26 -13.43 15.63 40.26 4.702 1.888 7.356 7.58 True
2_3106285 31.7079 19.3608 7.2147 4.7727 11.987400000000001 22.2571 612.34 0.99959 40.5782 100.7826 0.9665 0.4979 5.78 6.989 2.342 42.09 26.96 -0.6755 6.795 10.92 True
2_3191126 37.5869 19.8555 17.9895 8.6491 26.6386 3924.4988 2620.3 0.99869 0.0 58.42 1.0 0.9306 0.3466 0.003433 0.0 22.44 -12.05 -0.2296 5.975 10.11 False
3_146170 34.6512 20.4822 16.8979 4.4145 21.3124 124.9253 1395.2 0.99952 11.0244 117.5833 0.9884 0.2258 4.36 -1.371 2.935 41.68 -22.27 0.4594 6.34 9.914 True
3_279312 47.687 43.6336 11.4472 11.7868 23.234 123.8834 7.219 0.20835 0.0 6.5948 1.0 1.0 63.65 -11.15 0.0 32.48 6.567 0.3065 5.131 5.618 True
3_496077 25.3215 22.6371 9.7257 3.8022 13.527899999999999 4268.2715 484.42 0.99466 61.6779 73.508 -0.9995 0.7799 22.78 3.003 0.2447 47.15 -3.676 -0.6948 8.298 9.264 True
3_532495 37.2101 32.157 3.4745 3.4158 6.8903 5477.771 7.8693 0.28803 87.068 57.4261 1.0 0.9936 261.5 -21.71 -1.438 88.77 47.68 22.16 6.065 6.792 True
3_566162 44.4521 42.0983 9.2074 11.168 20.3754 263.8043 7.6423 0.058496 9.2446 15.9207 1.0 1.0 86.14 -4.351 0.7794 29.12 7.159 3.379 5.343 5.839 True
3_1803303 28.9112 28.5337 11.8309 11.6243 23.455199999999998 681.2194 4004.5 0.99968 27.5894 28.8271 -0.9979 0.4728 10.53 5.636 -0.1604 12.86 10.31 0.2081 7.343 7.428 False
3_2171088 45.6133 42.2372 10.0597 10.8865 20.946199999999997 195.3868 7.3644 0.14858 3.939 11.7421 1.0 1.0 100.0 -1.344 0.64 43.57 0.3388 3.604 5.261 5.761 True
3_2729205 45.1511 43.4252 9.2795 12.2471 21.526600000000002 140.5882 7.5915 0.35339 14.8675 7.7835 1.0 1.0 144.5 31.19 -2.169 19.35 -9.045 2.487 5.293 5.774 True
3_2764388 46.998 29.1515 8.5044 7.2132 15.717600000000001 383.0589 631.3 0.99823 31.8525 60.5969 0.9952 -0.3425 1.281 5.369 2.143 32.34 -8.982 0.9551 5.231 7.28 True
3_2884322 119.0014 28.7973 22.4651 3.0028 25.4679 2261.0703 765.47 0.9965 0.0 73.7877 1.0 -0.5511 0.8083 0.0 0.0 16.8 3.527 0.3748 3.735 7.408 True
3_3044508 38.4308 18.5194 8.7025 4.7032 13.4057 4085.0698 177.45 0.98202 24.2393 101.2762 0.9852 -0.1708 4.189 -4.128 1.903 51.33 -1.712 -3.957 5.883 10.16 True
3_3430396 137.2537 31.1504 25.8055 6.6613 32.4668 6576.4985 1776.4 0.99726 0.0 57.3955 1.0 0.9834 0.4208 0.0 0.0 14.16 -6.52 0.1059 3.64 6.894 True
3_3447307 36.4053 19.4392 16.9316 10.5949 27.5265 706.2064 1265.8 0.99845 0.0 52.7817 1.0 -0.8243 0.408 -0.02622 -0.0 26.84 1.028 0.3915 6.112 10.4 False
3_3521717 47.4522 42.6278 11.5207 11.1684 22.6891 133.1811 7.1886 0.19438 0.0 14.361 1.0 0.9998 91.63 -31.38 0.0 23.15 -1.125 -6.112 5.147 5.642 True
3_3760266 41.1677 24.3955 16.0975 13.4891 29.5866 760.963 1620.1 0.99869 0.0 43.1783 1.0 0.9221 0.435 -0.01967 0.0 22.5 1.294 0.2671 5.609 8.321 False
3_3767339 28.2472 22.7086 11.901 5.7813 17.682299999999998 3247.644 1235.0 0.99793 26.0537 96.7325 0.905 0.5884 8.035 1.335 7.342 45.81 -19.59 1.055 7.495 9.514 True
4_317996 28.2409 14.1262 3.6222 3.0671 6.689299999999999 3503.8025 27.035 0.90588 106.3385 157.1502 -0.9114 0.9894 17.41 1.926 -2.049 117.4 0.8021 -3.209 7.512 12.7 True
4_622861 29.5904 25.7027 12.2974 11.098 23.395400000000002 10.0366 6602.0 0.99997 16.5494 49.7907 0.9662 -0.9844 1.906 -3.292 3.744 21.82 16.22 0.01709 7.197 8.086 False
4_657896 30.3753 30.2296 3.2243 3.041 6.2653 4141.562 10.254 0.65291 74.2117 145.313 0.9978 0.9918 204.2 6.827 16.78 196.0 -11.03 -34.79 7.107 7.141 True
4_675678 39.9944 14.5609 8.6463 3.9277 12.574 2662.7764 27.978 0.85552 27.0688 183.7407 0.9642 0.9302 7.057 -4.109 2.406 101.7 -13.22 9.579 5.732 10.92 True
4_861973 45.3315 40.8553 10.4129 10.2833 20.6962 108.158 6.5834 0.27481 6.2443 15.9299 1.0 1.0 113.5 34.31 -1.632 55.49 14.81 3.929 5.283 5.792 True
4_1445918 38.2336 22.6578 17.0109 10.5189 27.5298 2549.1521 3929.8 0.99928 0.0 57.133 1.0 -0.9862 0.3235 -0.03269 0.0 21.54 -14.42 -0.09001 5.903 8.788 False
4_1853667 29.8371 25.4302 13.1368 6.5044 19.641199999999998 1751.7843 580.95 0.99566 33.4378 60.1268 0.7809 0.9991 10.3 4.645 6.619 26.92 -3.445 -0.05425 7.146 8.136 True
4_1922571 28.7527 24.791 12.8175 6.2563 19.073800000000002 9.6471 1088.8 0.99983 21.1407 86.3054 0.9949 0.0883 8.838 -5.224 1.373 28.71 -19.03 -0.3464 7.379 8.447 True
4_1958662 26.4225 25.5673 5.3069 3.5989 8.9058 945.0458 332.76 0.99668 53.4252 91.1183 0.9218 0.3233 10.73 11.02 16.36 40.21 36.71 1.124 7.978 8.211 True
4_2060092 53.9781 36.8035 10.6956 4.738 15.433600000000002 63.5522 2617.3 0.99986 13.4244 152.5224 0.9987 -0.01 0.2419 0.5863 1.178 45.29 -35.91 1.123 4.857 6.127 True
4_2430759 32.7845 13.1778 3.9644 3.8868 7.8512 7175.4629 89.561 0.96848 35.2893 100.1322 0.9931 0.9935 6.455 3.373 1.101 71.07 -3.575 -0.9235 6.669 11.74 True
4_3107264 31.3562 10.6063 3.5116 3.0695 6.5811 2681.8518 57.172 0.96689 42.9457 120.7639 0.9793 0.9981 7.436 1.794 -2.495 86.37 -8.24 -0.558 6.917 12.73 True
4_3317295 48.9573 19.71 10.8926 5.9585 16.8511 7756.0107 294.07 0.98501 15.8187 113.3569 1.0 0.8854 3.234 3.433 -0.1564 44.2 -24.97 -2.181 5.085 9.136 True
4_3480917 34.5546 16.8936 6.3492 4.2247 10.5739 1695.1692 145.96 0.98644 45.1103 111.1319 0.8869 -0.4299 6.414 5.541 3.725 61.34 -11.33 -3.707 6.362 10.89 True
4_3523173 69.2348 68.4813 15.7625 15.2704 31.032899999999998 5835.8062 22.87 0.010585 0.0 0.0 1.0 1.0 4.137 -0.0 0.0 4.111 0.04072 -0.0 4.347 4.367 True
4_3750707 47.0333 44.4414 10.9537 12.589 23.5427 90.3961 6.6481 0.18776 0.0 8.7944 1.0 1.0 82.34 31.33 0.0 19.16 0.6284 2.014 5.168 5.645 True
4_3871979 37.2974 15.8432 15.1261 4.7117 19.8378 3941.0093 1047.4 0.99718 0.0 84.5491 1.0 0.5692 0.3611 -0.02123 -0.0 34.43 -16.29 -0.7221 6.007 11.84 True
