col.0: MtotZAMS/Msun  col.1:num mergers
215320615.9660015 24327
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
0_12418 92.8157 35.8246 30.0327 25.2606 55.2933 9.6426 5.2909 0.0090427 0.0 0.0 1.0 1.0 2.248 -0.0 -0.0 6.932 0.0 0.0 3.923 6.645 False
0_12616 140.1026 56.9977 37.6874 22.2428 59.9302 449.1758 19.3 0.008343 0.0 0.0 1.0 1.0 9.368 0.0 -0.0 4.037 0.0 -0.0 3.566 5.849 False
0_12973 73.6088 24.2447 25.5249 21.5061 47.031 8191.4214 34.009 0.010631 0.0 0.0 1.0 1.0 2.247 0.0 0.0 2.963 0.0 -0.0 4.218 7.593 False
0_13587 48.9368 19.2322 15.8052 15.7072 31.5124 4427.3745 21.56 0.015867 0.0 0.0 1.0 1.0 2.724 -0.0 -0.0 4.201 0.0 0.0 5.132 8.983 False
0_13609 30.0099 12.171 5.867 5.2752 11.142199999999999 10513.5801 13.632 0.32538 20.1775 71.449 0.9988 0.9964 16.15 -0.1182 -0.9958 94.76 -23.85 -21.68 7.306 13.24 True
0_13905 81.3135 34.17 28.3739 26.7727 55.1466 5161.6904 34.104 0.0090667 0.0 0.0 1.0 1.0 1.892 0.0 -0.0 2.59 0.0 0.0 4.069 6.814 False
0_14141 42.9235 18.3319 12.4203 14.1563 26.5766 9643.5859 23.134 0.018814 9.9232 0.0 0.9999 1.0 9.022 -1.078 -1.786 4.115 -0.0 -0.0 5.572 9.539 True
0_14376 55.1496 23.4613 18.2498 18.4771 36.7269 8496.4688 28.571 0.013614 0.0 0.0 1.0 1.0 2.262 0.0 -0.0 3.349 -0.0 -0.0 4.802 8.194 False
0_14989 26.1947 22.5209 4.3473 10.0426 14.3899 7777.9458 13.697 0.18906 77.7807 16.5784 1.0 0.9996 13.0 -6.183 -0.09905 24.87 -4.19 -10.77 8.281 11.06 True
0_15323 26.5443 13.0823 4.0752 5.1569 9.232099999999999 8876.9697 12.403 0.44119 92.8795 40.4073 0.992 0.9979 16.7 9.675 3.487 93.99 2.175 -21.74 8.18 13.7 True
0_16460 33.5476 18.6419 7.6844 9.7969 17.4813 12171.2822 17.948 0.062981 12.6772 29.2692 0.9991 0.9994 7.039 -1.205 0.9963 40.82 6.495 8.93 6.652 10.7 True
0_16516 29.2629 17.0246 5.1459 7.244 12.3899 6338.6919 12.495 0.27412 70.2629 38.5384 0.9982 0.9996 11.28 7.025 1.741 63.3 -19.37 9.744 7.475 11.74 True
0_16770 66.5687 22.1223 22.6828 19.5429 42.2257 4607.9238 27.088 0.011841 0.0 0.0 1.0 1.0 2.514 0.0 0.0 3.468 0.0 0.0 4.395 7.936 False
0_18129 106.8787 38.4424 35.1199 31.5563 66.6762 4632.0327 38.233 0.0077497 0.0 0.0 1.0 1.0 5.518 0.0 0.0 2.354 -0.0 -0.0 3.755 6.407 False
0_18247 93.0192 35.4716 32.0452 26.7504 58.7956 755.2071 22.02 0.008504 0.0 0.0 1.0 1.0 2.176 -0.0 0.0 3.307 0.0 0.0 3.903 6.648 False
0_18369 56.8567 25.4885 18.7624 19.6301 38.3925 1743.6724 19.783 0.013023 0.0 0.0 1.0 1.0 2.457 0.0 0.0 3.871 0.0 -0.0 4.731 7.929 False
0_18551 45.2192 18.7465 14.3402 14.7343 29.0745 13973.3643 27.24 0.017197 0.0 0.0 1.0 1.0 2.949 0.0 -0.0 3.826 0.0 0.0 5.385 9.3 True
0_19252 88.1193 39.8514 30.9863 30.003 60.9893 6614.9932 39.194 0.0081982 0.0 0.0 1.0 1.0 1.688 -0.0 0.0 2.269 0.0 -0.0 3.962 6.457 False
0_19613 23.3882 15.7364 3.104 5.3117 8.415700000000001 8797.8184 14.263 0.61559 30.3423 25.4699 0.9999 0.9997 19.31 -1.99 0.2196 73.01 -1.919 -10.52 9.28 13.96 True
0_19753 94.2976 40.9704 27.4706 32.2318 59.7024 12385.4414 45.233 0.012147 0.0 0.0 1.0 1.0 1.997 0.0 0.0 2.804 0.0 -0.0 3.92 6.377 True
0_19836 67.5908 23.7825 20.5446 20.8415 41.3861 225.4256 12.455 0.012081 0.0 0.0 1.0 1.0 2.752 0.0 0.0 4.773 0.0 -0.0 4.397 7.709 False
0_20105 27.8303 26.8929 4.7904 13.5776 18.368000000000002 6159.2168 14.691 0.049025 65.962 2.0152 0.9636 1.0 8.007 3.479 4.826 4.917 1.078 0.6685 7.821 9.834 True
0_20198 25.3894 19.3728 3.9194 7.8714 11.7908 10544.7314 13.317 0.26009 69.4098 16.3249 0.9089 0.9999 11.57 -6.206 4.827 48.99 -6.174 -6.132 8.538 12.15 True
0_20475 26.3114 22.641 4.3204 9.7208 14.0412 4988.6616 12.061 0.19562 30.1576 15.621 1.0 0.9997 13.6 1.557 -0.07537 30.28 -3.495 -10.2 8.246 11.03 True
0_20580 57.7033 23.7893 19.2645 19.0433 38.3078 6643.4741 27.686 0.013052 0.0 0.0 1.0 1.0 2.329 0.0 -0.0 3.371 -0.0 0.0 4.692 8.064 False
0_21816 26.7078 15.7946 4.4027 6.1043 10.507000000000001 8000.2222 13.108 0.42866 79.9593 93.3412 0.788 0.9933 17.6 0.8712 -8.007 74.88 35.77 40.71 8.129 12.91 True
0_21906 24.308 16.8066 3.3323 6.4326 9.7649 12250.9678 14.737 0.50688 127.5431 69.0236 0.854 0.9988 16.06 -7.024 -9.705 52.44 40.1 -19.81 8.919 13.1 True
0_22564 55.5055 25.2288 18.376 19.2075 37.5835 3586.1604 23.325 0.013304 0.0 0.0 1.0 1.0 2.357 -0.0 0.0 3.605 0.0 0.0 4.786 8.005 False
0_22567 76.7288 28.1103 20.5301 26.1351 46.6652 8988.374 34.563 0.010715 0.0 0.0 1.0 1.0 2.404 0.0 0.0 2.391 -0.0 0.0 4.215 7.177 True
0_22568 90.8186 40.7468 31.9779 30.633 62.6109 10817.3047 45.341 0.0079858 0.0 0.0 1.0 1.0 1.809 0.0 0.0 2.093 -0.0 0.0 3.924 6.397 False
0_22621 60.1332 22.6243 19.6101 18.9982 38.6083 1089.2301 17.651 0.012951 0.0 0.0 1.0 1.0 2.727 0.0 -0.0 4.248 0.0 0.0 4.609 8.074 False
0_22681 30.9069 24.8262 6.2189 13.3798 19.5987 12174.5703 18.943 0.065305 31.8404 6.2992 0.9997 0.9999 6.225 -1.77 0.4846 4.035 -0.02176 3.335 7.122 9.802 True
0_22909 35.8253 31.4038 8.2199 4.9411 13.161000000000001 11935.251 17.196 0.43821 30.16 53.8525 0.9968 0.9995 24.9 -0.6951 5.442 87.21 -17.63 7.509 6.328 7.062 True
0_23156 83.232 39.9954 27.5817 30.1341 57.7158 162.9607 14.711 0.0086631 0.0 0.0 1.0 1.0 1.968 -0.0 0.0 3.58 0.0 0.0 4.05 6.495 False
0_23521 25.7361 17.5539 3.7563 6.3682 10.1245 3462.7522 9.8642 0.39216 75.4241 40.3964 0.9966 0.9999 18.18 7.235 -1.625 76.08 -24.66 -4.772 8.429 12.41 True
0_23937 26.0404 20.5531 4.0829 9.1087 13.191600000000001 9451.3096 13.458 0.17196 53.2786 13.3669 0.9961 1.0 9.663 -4.52 -1.445 40.12 0.02962 0.636 8.33 11.54 True
0_24102 65.8721 28.1682 21.5731 22.4487 44.0218 971.1201 18.922 0.011358 0.0 0.0 1.0 1.0 2.362 0.0 0.0 3.707 0.0 -0.0 4.425 7.445 False
0_24324 49.3265 18.621 15.4166 15.7192 31.135800000000003 517.3232 12.435 0.016059 0.0 0.0 1.0 1.0 3.163 0.0 -0.0 5.494 0.0 -0.0 5.122 9.007 False
0_24749 25.3713 12.0507 3.3653 3.7976 7.1629000000000005 2401.6848 8.8864 0.59297 80.1877 51.9755 0.9936 0.9995 26.37 7.887 -2.817 153.9 22.83 13.04 8.553 14.42 True
0_25809 53.3467 17.6647 15.6053 15.905 31.5103 145.8203 9.0439 0.015868 0.0 0.0 1.0 1.0 3.357 0.0 -0.0 6.405 0.0 -0.0 4.93 8.832 False
0_26950 82.5652 35.4481 28.6881 27.4734 56.161500000000004 3173.9856 30.575 0.0089029 0.0 0.0 1.0 1.0 1.916 -0.0 -0.0 2.691 0.0 -0.0 4.049 6.729 False
0_27233 48.172 19.161 15.5075 15.5546 31.0621 5894.249 22.944 0.016097 0.0 0.0 1.0 1.0 2.632 0.0 -0.0 4.083 0.0 0.0 5.18 9.041 False
0_27343 24.1643 16.5379 3.1657 6.1519 9.3176 3895.7092 9.1831 0.35425 79.089 42.2821 0.965 0.9985 17.35 -2.475 5.712 85.12 5.046 22.68 8.975 13.18 True
0_27783 49.739 17.8176 16.1148 15.301 31.415799999999997 11608.8633 27.527 0.015916 0.0 0.0 1.0 1.0 2.594 0.0 0.0 3.808 0.0 0.0 5.083 9.12 False
0_27857 45.0744 19.2246 12.829 15.1946 28.023600000000002 9264.5918 23.809 0.017842 2.0771 0.0 1.0 1.0 8.237 0.2599 -0.3297 3.869 0.0 -0.0 5.416 9.209 True
0_27948 24.6683 16.1323 3.5997 5.9155 9.5152 10902.2402 13.736 0.47855 87.2887 40.0914 0.9065 0.9998 18.49 -5.996 6.412 68.26 23.71 7.251 8.787 13.4 True
0_28220 105.9546 46.2104 29.2477 34.3505 63.59819999999999 12421.5439 47.481 0.02327 0.0 0.0 1.0 1.0 1.84 0.0 0.0 5.409 0.0 0.0 3.808 6.137 True
0_28464 25.5441 13.5417 3.9781 4.8701 8.8482 6172.3359 10.01 0.32937 89.3202 63.7353 0.961 0.9997 19.65 11.07 -3.831 116.2 -25.18 -7.968 8.487 14.13 True
0_28600 65.3939 25.3393 22.2607 20.8892 43.1499 11071.1475 34.497 0.011588 0.0 0.0 1.0 1.0 2.148 0.0 -0.0 2.919 -0.0 0.0 4.427 7.695 False
0_28686 51.6336 20.8685 16.858 16.8417 33.6997 7146.0044 25.624 0.014837 0.0 0.0 1.0 1.0 2.47 0.0 -0.0 3.717 0.0 0.0 4.976 8.633 False
0_28803 41.3383 14.5449 11.223 10.428 21.651000000000003 6974.9272 18.322 0.059515 8.0351 24.8644 1.0 0.9998 14.58 -1.328 -0.9925 34.66 7.886 5.108 5.714 10.32 True
0_28863 28.1791 17.391 5.2142 7.1752 12.3894 12880.9766 16.915 0.43787 63.7574 45.0266 0.7848 0.9996 15.06 -1.534 -4.965 42.55 -19.3 9.976 7.729 12.07 True
0_31886 27.2072 19.3554 4.6782 7.689 12.3672 4756.6841 11.313 0.24067 89.4688 26.7593 0.7137 1.0 17.16 -2.198 -7.279 60.4 14.0 1.695 7.987 11.66 True
0_32189 23.6317 10.3259 3.4612 3.0407 6.5019 7521.8081 13.781 0.70637 62.4245 52.1782 0.8867 0.9976 16.6 -4.549 1.763 164.5 5.677 -23.61 9.181 16.38 True
0_32232 62.3712 26.9248 21.0525 21.0112 42.0637 4986.3823 27.596 0.011887 0.0 0.0 1.0 1.0 2.219 -0.0 -0.0 3.207 0.0 0.0 4.523 7.642 False
0_32342 27.0074 25.3244 4.5902 11.9475 16.5377 5147.665 13.113 0.060635 43.3714 15.6484 0.9851 0.9998 10.11 3.662 1.977 21.33 -3.324 -7.679 8.043 10.3 True
0_32909 26.9139 21.0675 4.4069 9.1595 13.5664 7310.0308 13.627 0.28788 22.5277 16.2259 0.9969 1.0 11.67 1.498 -1.35 24.5 -5.071 -1.19 8.071 11.27 True
0_33032 43.9194 13.3286 13.385 10.6109 23.9959 4481.3745 17.61 0.053483 8.3702 12.2533 1.0 1.0 7.653 -1.585 0.6104 32.74 1.54 0.7702 5.487 10.26 False
0_33697 82.7177 27.3828 29.0282 23.4388 52.467 6279.9683 34.451 0.0095298 0.0 0.0 1.0 1.0 2.186 -0.0 0.0 2.841 -0.0 0.0 4.045 7.216 False
0_34214 117.5517 39.137 36.651 30.6436 67.2946 482.2782 21.757 0.00743 0.0 0.0 1.0 1.0 7.946 0.0 -0.0 3.107 -0.0 0.0 3.677 6.34 False
0_34449 24.9883 11.002 3.6724 3.7992 7.4716000000000005 5033.8794 8.5518 0.35717 86.7739 79.2158 0.9072 0.9983 23.5 -6.11 -7.69 151.6 20.52 17.56 8.675 15.41 True
0_34710 139.7322 63.5339 38.7535 37.1565 75.91 829.6472 27.405 0.035097 0.0 0.0 1.0 1.0 7.895 0.0 -0.0 13.03 -0.0 0.0 3.56 5.541 False
0_34901 53.4883 21.005 17.5827 17.2024 34.7851 2279.7915 19.65 0.014374 0.0 0.0 1.0 1.0 2.727 0.0 -0.0 4.221 -0.0 0.0 4.882 8.523 False
0_35154 60.3138 22.6724 20.2674 19.0018 39.2692 5925.354 27.384 0.012733 0.0 0.0 1.0 1.0 2.418 0.0 -0.0 3.436 -0.0 0.0 4.593 8.08 False
0_36223 98.059 35.1404 33.4184 27.9622 61.3806 1597.1428 27.467 0.0081459 0.0 0.0 1.0 1.0 3.888 0.0 -0.0 2.895 0.0 0.0 3.842 6.62 False
0_36954 97.3456 45.0454 33.4114 32.5783 65.9897 13219.1973 49.659 0.012697 0.0 0.0 1.0 1.0 3.032 -0.0 -0.0 3.236 0.0 -0.0 3.846 6.18 False
0_36977 61.732 24.6283 19.2026 20.671 39.873599999999996 315.1771 13.197 0.01254 0.0 0.0 1.0 1.0 2.668 0.0 -0.0 4.583 0.0 0.0 4.567 7.816 False
0_37019 76.4839 30.9439 23.7578 25.955 49.7128 60.6457 10.058 0.010058 0.0 0.0 1.0 1.0 2.292 0.0 0.0 4.666 0.0 -0.0 4.186 7.045 False
0_37152 50.4477 16.7607 16.3933 15.0236 31.4169 7092.0591 24.252 0.015915 0.0 0.0 1.0 1.0 2.84 0.0 -0.0 4.127 0.0 0.0 5.042 9.211 False
0_37239 82.777 31.4989 27.421 23.8575 51.2785 557.5459 18.417 0.0097507 0.0 0.0 1.0 1.0 2.37 0.0 -0.0 3.799 0.0 0.0 4.056 6.961 False
0_37675 23.1892 16.7257 3.0416 5.6526 8.694199999999999 2694.5759 7.8617 0.33394 84.5071 49.5282 0.8752 0.9998 21.86 -0.5865 6.724 106.4 16.5 8.817 9.363 13.64 True
0_37864 60.9115 27.5245 20.1557 21.2037 41.3594 1441.6405 19.944 0.012089 0.0 0.0 1.0 1.0 2.358 0.0 0.0 3.704 0.0 -0.0 4.577 7.625 False
0_38181 63.2516 28.328 21.4028 21.7209 43.1237 4418.9722 27.265 0.011595 0.0 0.0 1.0 1.0 2.169 0.0 -0.0 3.16 0.0 -0.0 4.494 7.506 False
0_38545 94.1346 45.7291 32.6318 32.4995 65.1313 5133.4961 38.595 0.012466 0.0 0.0 1.0 1.0 2.344 0.0 -0.0 3.543 0.0 -0.0 3.884 6.167 False
0_39375 70.2943 35.1898 23.6216 25.8961 49.517700000000005 1313.3824 22.293 0.010097 0.0 0.0 1.0 1.0 2.004 0.0 -0.0 3.134 0.0 0.0 4.302 6.892 False
0_40463 36.7162 36.6901 7.9259 7.8113 15.737200000000001 3373.2898 13.552 0.36101 30.4137 71.5046 0.9999 0.9962 52.15 1.688 -3.522 62.3 13.44 -17.04 6.226 6.23 True
0_40869 27.1138 9.7379 4.1689 4.0159 8.1848 6791.9771 9.7461 0.33655 48.7484 49.3497 0.9998 0.9999 19.35 -0.5388 0.8023 136.4 6.336 2.907 8.02 14.78 True
0_40901 23.2115 21.2261 3.2123 7.9141 11.1264 3530.8054 10.009 0.35411 116.522 11.534 0.8438 1.0 13.28 -8.566 -3.238 40.77 -6.038 -0.009022 9.354 12.07 True
0_41075 25.5801 17.2094 3.9054 6.6946 10.600000000000001 6803.8521 11.272 0.28613 64.9987 60.1142 0.9231 0.9953 15.93 -2.181 -6.424 74.43 4.014 34.79 8.476 12.74 True
0_41300 27.261 17.1879 4.8275 6.7309 11.558399999999999 7568.7632 13.121 0.36114 51.9339 51.1184 0.9566 0.9965 14.53 2.351 -2.038 63.73 5.244 29.3 7.972 12.35 True
0_41492 68.5933 29.0386 23.5043 22.8454 46.3497 11042.8545 36.381 0.010788 0.0 0.0 1.0 1.0 1.979 0.0 -0.0 2.696 0.0 0.0 4.339 7.338 False
0_41634 48.6004 19.5164 13.2886 16.5399 29.8285 9920.7588 25.36 0.016763 6.5116 0.0 1.0 1.0 5.315 -0.09898 -0.7238 3.536 0.0 0.0 5.2 8.883 True
0_43195 61.3049 25.5833 20.6679 20.3465 41.014399999999995 8115.3184 30.674 0.012191 0.0 0.0 1.0 1.0 2.192 -0.0 -0.0 3.102 0.0 0.0 4.558 7.786 False
0_43364 55.5638 24.5361 18.4129 18.9408 37.3537 7004.3804 27.536 0.013386 0.0 0.0 1.0 1.0 2.243 -0.0 -0.0 3.355 -0.0 -0.0 4.783 8.072 False
0_43694 27.9871 21.4998 4.8788 10.0021 14.8809 7315.5552 13.882 0.16783 82.7005 11.7014 0.9941 0.9999 10.3 8.45 2.137 28.8 -5.333 -5.437 7.78 10.93 True
0_44107 37.3596 32.1971 8.2476 5.3126 13.5602 4486.3613 11.733 0.18844 51.9009 66.8348 0.9999 0.9977 33.9 -3.904 1.177 104.0 -15.63 14.9 6.147 6.915 True
0_44836 50.3546 20.0463 16.3562 16.2875 32.6437 11940.9219 28.539 0.014998 0.0 0.0 1.0 1.0 2.365 0.0 -0.0 3.583 -0.001218 -0.0 5.047 8.802 False
0_45094 90.8825 33.7287 31.2503 25.4087 56.659 967.3196 22.787 0.0088247 0.0 0.0 1.0 1.0 2.194 -0.0 -0.0 3.351 0.0 0.0 3.93 6.758 False
0_45810 71.0287 37.9542 24.3164 26.9147 51.2311 2786.2935 27.609 0.0097597 0.0 0.0 1.0 1.0 1.846 0.0 0.0 2.755 0.0 0.0 4.279 6.72 False
0_46193 25.0622 23.9865 3.8618 10.5162 14.378 8020.6953 13.735 0.22288 46.6508 29.3353 0.9987 0.999 10.11 3.534 -0.4651 12.57 -6.733 -18.45 8.648 10.98 True
0_46296 126.4575 68.4421 37.5492 37.3781 74.9273 9883.1904 50.759 0.037105 0.0 0.0 1.0 1.0 5.991 -0.0 -0.0 9.87 -0.0 0.0 3.621 5.431 False
0_46343 22.7384 12.7406 3.0641 3.7936 6.8576999999999995 1422.1035 5.6899 0.32614 119.909 87.9656 -0.1942 0.9994 22.75 3.701 -4.835 183.3 5.192 12.5 9.56 15.49 True
0_46999 26.3466 19.8621 4.3473 8.0904 12.4377 5787.1675 12.042 0.27403 78.2064 35.3367 0.9958 0.9992 13.36 8.636 0.8831 47.76 17.12 -15.14 8.235 11.76 True
0_47046 73.9731 26.878 21.8322 23.9625 45.7947 28.1546 7.4692 0.010918 0.0 0.0 1.0 1.0 2.522 0.0 -0.0 5.627 0.0 -0.0 4.252 7.329 False
0_47902 24.7736 13.2937 3.9105 4.7732 8.6837 13839.084 12.244 0.34157 77.0987 94.2623 0.5345 0.9869 16.04 -2.787 4.732 109.2 -3.583 46.44 8.749 14.44 True
0_47950 23.639 12.0986 3.2427 4.1568 7.3995 7763.7432 9.0994 0.29927 84.3135 77.9363 0.9607 0.9984 19.47 -4.405 -4.042 137.8 -16.09 17.02 9.177 15.33 True
0_48393 39.9352 13.8192 9.7069 9.5343 19.2412 5705.0112 16.393 0.18504 25.4011 26.7359 1.0 0.9993 25.64 4.256 0.7169 33.27 7.36 10.38 5.862 10.59 True
0_48514 27.3038 20.4502 5.1514 8.7201 13.871500000000001 13932.9014 17.06 0.33162 62.8967 41.3611 0.9327 0.9981 9.246 -6.957 -1.144 25.55 -7.965 21.57 7.96 11.4 True
0_48770 24.0447 15.3556 3.1349 5.5109 8.645800000000001 8199.9248 14.625 0.62982 154.0804 43.4901 0.8229 1.0 21.32 -6.939 12.16 65.96 -22.07 -2.893 9.021 13.66 True
