col.0: MtotZAMS/Msun  col.1:num mergers
430608671.0933955 94
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
0_2018823 55.0323 49.3203 10.6035 10.0156 20.6191 589.6386 9.716 0.17445 9.7314 29.5839 1.0 0.9999 62.25 -11.62 -1.497 26.88 -4.786 3.265 4.74 5.23 True
0_2108594 29.9028 23.6237 6.2726 3.593 9.8656 21.3512 200.45 0.99851 20.0181 98.912 0.9562 -0.7387 6.635 -1.062 -2.752 51.14 -13.85 0.7505 6.987 9.467 True
0_2119526 47.1411 25.8418 7.3367 5.5171 12.8538 4227.3638 989.12 0.99768 9.9171 130.3909 0.9973 -0.7809 3.326 0.1687 -0.8726 51.67 39.68 -2.03 5.165 8.13 True
0_2136246 35.6229 33.3373 10.4653 5.339 15.8043 5449.9233 251.47 0.98494 13.3842 81.4318 0.9841 0.8994 3.468 1.37 -1.707 39.56 5.265 -1.437 6.104 6.982 True
0_2268470 50.5351 44.7349 8.1842 8.4022 16.5864 746.4603 9.9661 0.40119 9.6054 25.7033 1.0 1.0 134.8 22.74 -2.664 76.89 1.092 -1.294 4.936 5.456 True
0_2662643 23.0849 21.4372 6.8284 3.3881 10.2165 232.9511 438.2 0.9984 13.1126 69.2066 0.9978 0.8596 9.932 -2.524 -0.6835 47.86 3.245 -0.3298 8.87 9.513 True
0_2892637 34.7876 25.9686 10.7243 8.7861 19.510399999999997 5891.4561 2917.6 0.99894 22.6475 29.1349 0.5864 0.5275 3.901 -0.6081 4.632 12.68 8.38 -0.3185 6.209 7.591 False
0_3094965 45.8528 41.2114 7.2298 7.3948 14.624600000000001 1988.9375 10.688 0.28253 22.3708 45.1462 0.9999 0.9973 152.7 -9.27 3.483 43.36 21.53 -14.17 5.202 5.745 True
0_3123317 57.9807 55.7722 11.0706 12.2615 23.3321 675.2436 11.096 0.19286 0.0 7.6036 1.0 1.0 85.58 -9.475 0.0 19.31 0.9852 -1.626 4.63 5.087 True
0_3220150 51.7755 47.0375 8.7198 9.3902 18.11 1087.819 10.742 0.27557 16.3179 34.453 1.0 1.0 88.65 25.97 -2.353 25.8 12.78 -0.3029 4.878 5.379 True
0_3318788 32.6442 26.5971 6.7963 4.3495 11.1458 10980.7207 179.67 0.97885 42.8353 84.6696 0.7985 0.6654 4.716 4.265 3.736 48.95 -1.38 -3.279 6.514 8.616 True
0_3347250 58.3244 53.4588 11.5219 11.3358 22.8577 585.8282 10.398 0.14727 0.0 10.3421 1.0 1.0 59.2 -1.0 0.0 25.11 -8.973 0.4381 4.619 5.089 True
0_3379784 42.4293 18.0966 8.8845 3.0781 11.962599999999998 722.8466 213.61 0.99392 32.7763 107.6277 0.8997 -0.9726 7.835 2.267 4.99 44.72 -10.68 0.3966 5.449 9.97 True
0_3446133 35.7661 28.7334 9.3981 3.1858 12.5839 138.2032 233.32 0.99671 22.1629 96.7267 0.8767 -0.873 5.755 -2.056 2.175 40.78 -7.821 0.5555 6.087 7.134 True
0_3810922 53.082 48.8713 9.29 10.0216 19.3116 727.8314 11.614 0.45103 10.6084 17.9221 1.0 0.9992 138.0 12.2 1.268 26.64 11.94 -8.387 4.823 5.312 True
1_285713 57.4371 54.9588 11.1044 12.1638 23.2682 325.6623 9.2504 0.20406 0.0 4.5443 1.0 1.0 61.43 6.111 -0.0 21.06 -3.245 -1.944 4.646 5.104 True
1_428273 38.5988 38.2003 4.2768 4.0086 8.2854 4476.5342 153.48 0.98529 60.3794 78.4384 0.9706 0.3627 35.64 2.092 19.27 49.56 4.455 5.839 5.856 5.906 True
1_454562 29.492 26.6257 9.5454 9.3372 18.8826 5381.8335 3086.0 0.99906 21.6247 32.1532 0.9135 0.8479 4.16 -0.6222 4.421 15.24 -8.749 0.2308 7.062 8.158 False
1_518336 43.2796 38.9402 8.9201 6.7014 15.6215 2591.5825 16.47 0.60334 6.0054 41.0725 1.0 0.9996 113.4 10.86 -2.0 74.54 13.13 9.77 5.376 5.936 True
1_621034 49.0897 24.4854 7.0578 6.0949 13.1527 4519.5142 215.39 0.98512 21.7331 90.4212 0.9976 0.9998 2.711 -0.4868 1.026 50.06 17.25 -0.09489 5.068 8.247 True
1_1039526 51.7062 46.002 8.9928 8.7811 17.7739 928.1496 9.5655 0.09916 13.2285 15.9939 1.0 1.0 119.5 1.337 -0.1653 48.26 -12.09 0.1781 4.883 5.395 True
1_1123530 45.4954 41.841 7.2547 7.7215 14.976199999999999 1283.3544 9.5112 0.23314 7.5494 35.762 1.0 0.9997 114.0 -18.12 -0.9633 79.77 4.823 -8.006 5.223 5.758 True
1_3111965 46.8534 40.9001 6.9358 7.418 14.3538 1212.1987 12.548 0.58868 35.5897 45.7838 1.0 0.9895 198.7 33.19 -3.443 30.87 9.62 -18.26 5.139 5.68 True
1_3337564 38.7503 38.648 4.1384 4.0463 8.1847 957.6124 63.611 0.97555 82.4049 142.2463 0.9926 0.2589 41.65 23.37 -11.32 68.97 -66.7 8.319 5.85 5.863 True
1_3601558 80.694 25.411 25.3145 8.067 33.3815 1148.8531 4924.4 0.99961 0.0 29.3915 1.0 0.3809 0.1635 0.02532 0.0 9.616 1.131 0.1144 4.11 7.649 False
2_13479 56.3306 44.8973 6.0466 5.5079 11.5545 4481.0415 12.157 0.42384 46.3325 53.8349 0.9999 0.9961 167.2 -9.327 -4.623 72.32 36.74 -23.59 4.733 5.334 True
2_217786 36.9974 18.2239 11.734 7.2457 18.9797 11439.8506 1497.7 0.9972 13.5086 44.3424 0.9811 -0.9791 3.507 -2.131 3.673 22.87 -4.054 0.1497 5.945 10.48 False
2_660731 54.2888 22.7875 10.7348 4.0999 14.8347 6824.7817 234.68 0.98387 14.1279 86.5598 0.9767 0.6078 3.547 -1.166 2.705 38.57 5.141 -2.235 4.792 8.43 True
2_666219 34.1929 23.3057 8.627 3.3874 12.0144 5772.353 371.1 0.99267 32.6648 96.7216 0.8377 -0.4975 5.97 -2.944 -5.315 38.68 -14.49 -1.667 6.288 9.193 True
2_670509 52.3393 46.3304 9.1267 8.8391 17.9658 845.5751 9.8938 0.24984 11.471 20.8061 1.0 1.0 121.3 0.6496 -0.2943 45.06 -12.29 -0.109 4.85 5.361 True
2_835376 49.4553 22.3786 9.6653 9.7888 19.4541 7957.1206 2564.1 0.99862 15.1725 31.3795 0.9897 -0.4345 0.9788 -0.2069 1.917 17.23 4.065 -0.4583 5.023 8.538 False
2_1244823 55.4165 49.0379 11.0438 9.9221 20.965899999999998 482.8407 9.2628 0.14253 0.0 18.1461 1.0 0.9999 54.68 3.404 0.0 31.05 -0.8103 -4.765 4.728 5.219 True
2_1445367 87.4298 62.1037 11.1118 9.2957 20.4075 533.5272 9.4893 0.20487 0.0 12.7341 1.0 1.0 88.77 0.0 -0.0 51.21 -11.66 -0.576 4.055 4.557 True
2_1508125 50.5934 45.5674 8.2905 8.7717 17.062199999999997 1138.0864 10.091 0.21288 8.9705 15.7046 1.0 0.9998 103.5 -8.007 1.972 50.92 7.965 6.266 4.938 5.45 True
2_1520377 35.5758 28.1205 9.4 3.0772 12.4772 13678.3906 221.55 0.98185 22.8771 81.1814 0.9986 0.8974 5.489 3.869 -0.2622 37.2 4.966 1.12 6.11 7.249 True
2_1698376 42.4544 18.3035 6.5224 4.2647 10.7871 309.5551 168.46 0.99365 39.6278 87.647 0.9885 0.9962 4.976 4.839 -1.457 51.18 3.349 -0.2173 5.476 9.608 True
2_1769258 47.8795 44.2609 6.8259 8.5156 15.3415 1703.264 10.031 0.13793 24.0302 30.1638 0.9997 0.999 125.1 8.494 5.7 46.13 -8.553 -15.18 5.079 5.597 True
2_1798306 49.4877 40.4327 4.4116 4.4439 8.8555 1991.2025 8.1178 0.42286 45.9735 64.0145 0.9999 0.997 243.3 -5.341 3.212 135.0 -26.12 -25.33 5.045 5.69 True
2_1834323 48.1076 43.5415 7.2355 8.1452 15.380700000000001 3862.5149 12.472 0.16839 13.7501 37.9462 0.9999 0.9997 138.8 -0.5094 -3.441 23.64 4.813 6.426 5.07 5.595 True
2_2168758 26.3616 24.7119 8.0606 4.7103 12.770900000000001 1416.4928 927.72 0.99844 35.9947 34.5218 0.6517 0.1436 12.72 -2.141 4.583 22.5 3.755 0.5643 7.795 8.245 True
2_2636168 48.7087 43.3611 7.674 8.0905 15.764500000000002 1811.1111 10.457 0.14902 15.5328 34.4985 1.0 1.0 144.4 -29.14 1.821 31.34 -21.36 1.299 5.038 5.565 True
2_2850487 25.8645 16.045 5.5984 7.3904 12.9888 7350.6167 2455.8 0.99902 34.9024 28.6433 0.7649 0.4482 5.128 2.971 -4.715 17.76 -8.931 0.3697 7.934 12.6 False
2_2946362 58.9443 46.3673 6.197 5.7452 11.9422 1870.6139 9.2671 0.32428 35.0621 60.2952 0.9997 0.997 162.9 -5.111 -7.778 88.83 5.383 -17.87 4.65 5.242 True
2_3002159 57.5073 45.63 5.7178 5.5733 11.2911 5702.1528 19.676 0.71154 36.1459 64.2491 0.9998 0.9988 193.7 -7.878 6.005 70.59 30.75 -18.04 4.693 5.291 True
2_3033139 36.0574 35.4295 3.9915 3.5535 7.545 11735.2051 79.838 0.95897 41.9591 116.9907 0.9962 0.6389 42.87 11.64 -6.02 64.6 35.85 -8.283 6.12 6.229 True
2_3651449 56.2847 24.8375 10.5627 5.376 15.9387 9458.3994 250.97 0.98172 19.8492 90.8781 0.9734 -0.1253 1.061 2.065 3.027 42.76 -3.191 3.562 4.719 8.022 True
3_304944 44.0489 39.3349 7.993 6.7434 14.7364 1548.0596 10.567 0.35716 19.4246 33.7837 0.9998 1.0 115.9 -5.859 -5.636 68.64 -12.68 3.225 5.315 5.876 True
3_768478 36.0289 27.8412 9.2698 4.3046 13.5744 21.0412 206.17 0.99791 15.3886 90.5214 0.9997 0.4106 5.755 -0.76 0.2142 44.23 2.244 1.052 6.056 8.064 True
3_831596 50.5713 47.1483 8.1988 9.4892 17.688000000000002 2031.2013 14.899 0.50472 14.936 25.4674 1.0 0.9995 101.3 23.83 0.6945 51.28 -0.9525 -13.52 4.945 5.443 True
3_1188838 40.1593 26.2568 9.8344 4.3006 14.135000000000002 11171.4512 221.78 0.98024 10.2452 101.0471 0.9967 -0.9516 4.63 0.661 -0.9583 45.83 2.29 1.034 5.631 8.261 True
3_1658068 73.6977 19.8009 12.6201 3.2444 15.864500000000001 10739.8652 869.72 0.99603 15.7543 56.7006 0.9986 0.7925 -2.987 -1.089 1.988 23.73 4.807 0.3802 4.277 10.48 True
3_1699061 40.5886 30.7583 10.6715 3.8069 14.4784 688.7858 264.69 0.99463 17.7354 89.1029 0.9938 0.3415 2.797 -4.537 -0.5137 37.33 7.552 1.413 5.59 6.713 True
3_2027044 58.4812 45.9448 6.5098 5.6434 12.1532 12306.9844 22.209 0.65084 24.9511 28.3889 1.0 0.9999 129.4 -0.5935 -2.285 72.61 28.84 3.64 4.675 5.271 True
3_2067169 47.2423 41.5096 7.4463 7.7908 15.2371 683.8464 7.9297 0.12569 13.1847 41.6356 1.0 0.9987 119.1 18.02 0.4512 73.07 12.53 16.17 5.117 5.644 True
3_2220925 44.888 42.7909 7.3629 8.1397 15.5026 1510.0559 9.9858 0.18884 10.9383 35.8572 1.0 0.9975 138.8 -17.65 -2.365 48.12 -4.746 17.12 5.261 5.787 True
3_2316444 46.7247 43.8082 6.5256 8.4006 14.926200000000001 1887.7808 10.789 0.30189 17.4016 17.5721 0.9999 0.9999 155.4 0.2527 -4.149 56.49 18.58 -3.652 5.147 5.667 True
3_2440167 41.6549 29.1049 11.8752 9.1713 21.0465 1942.4353 8751.5 0.99981 10.7994 19.486 0.9899 0.3311 2.912 1.623 0.6983 6.195 -6.783 -0.1168 5.5 6.916 False
3_2989063 49.8577 28.439 9.693 4.7911 14.4841 5141.3394 227.73 0.98467 21.5422 85.6754 0.9843 0.4302 2.679 4.26 2.425 42.21 0.7935 2.891 4.993 7.486 True
3_3193869 45.9526 39.9488 7.5762 7.2716 14.8478 1864.1985 22.88 0.79126 35.0216 38.1537 0.9999 0.9995 197.2 -6.614 5.78 69.99 -27.57 -12.36 5.196 5.738 True
3_3857757 48.9276 45.0522 7.6817 8.7167 16.3984 2502.7913 12.376 0.29 27.5829 27.8574 1.0 0.9995 119.3 9.535 1.954 44.78 -21.49 -9.997 5.031 5.544 True
3_3981513 44.0185 40.9467 8.3004 7.574 15.8744 1992.5387 13.314 0.48057 8.4569 46.0221 1.0 0.9995 76.6 -15.0 0.3925 70.22 8.365 11.19 5.324 5.863 True
4_605402 37.151 24.0863 11.2575 8.2593 19.5168 8628.1045 3394.6 0.99898 21.1091 31.0169 0.9292 -0.2376 1.184 1.956 5.31 16.04 0.2388 -0.3376 5.928 8.078 False
4_786091 43.7562 41.6715 7.8555 7.743 15.598500000000001 833.2632 8.3832 0.050345 18.2636 13.7569 1.0 0.9998 131.0 -15.17 -0.3741 56.9 -4.401 5.855 5.33 5.865 True
4_1039769 40.0184 18.9676 11.5947 6.4119 18.0066 938.1674 2767.8 0.99955 2.0305 39.4773 0.9994 -0.5319 2.088 0.2462 -0.5297 19.39 6.089 0.1988 5.641 10.0 False
4_1172488 43.2283 18.794 12.122 6.4876 18.6096 141.9639 3499.3 0.99982 4.6001 41.0203 0.9967 0.9535 1.787 -1.027 1.164 17.92 -8.274 0.05019 5.38 10.05 False
4_1330447 44.6991 29.2283 10.1757 4.2758 14.451500000000001 8620.5469 241.43 0.98335 15.7523 86.8573 0.9922 0.7514 4.628 2.052 1.219 39.32 8.245 2.042 5.282 7.302 True
4_1406583 60.1447 56.1254 11.7621 12.3241 24.086199999999998 363.5292 9.8587 0.2273 0.0 10.0375 1.0 1.0 65.03 -10.61 0.0 24.4 3.38 3.595 4.556 5.012 True
4_1509420 46.3698 25.3651 8.2091 5.3605 13.5696 4528.6841 986.05 0.99752 5.9038 80.7399 0.9983 0.8079 2.801 -0.2175 0.6437 32.04 -22.02 0.9188 5.197 8.308 True
4_1514988 80.6432 58.7577 9.9629 8.5368 18.499699999999997 632.7705 9.5747 0.28795 4.1709 21.7791 1.0 0.9998 107.2 -1.032 0.2269 57.44 -3.29 7.738 4.146 4.663 True
4_1594789 34.4427 24.0137 8.5929 3.3483 11.9412 3719.0212 182.62 0.98542 23.4204 93.0367 0.9227 0.0891 6.715 0.1653 -2.701 44.69 -0.8077 -2.674 6.255 8.95 True
4_1598969 46.1276 42.7864 7.1713 8.0351 15.206399999999999 3256.8896 13.597 0.4093 31.2725 24.1665 0.9996 0.9993 135.5 -13.81 7.855 51.83 -13.2 -12.34 5.19 5.718 True
4_1710255 44.6781 32.0228 10.9815 10.9311 21.9126 17.904 13741.0 0.99999 14.2067 14.9289 0.9942 -0.0643 0.05178 0.5552 1.606 5.052 5.903 -0.03105 5.283 6.772 False
4_2068860 52.3122 45.5224 9.7513 8.7984 18.5497 522.0588 8.5713 0.12 2.0035 10.2353 1.0 0.9999 63.43 8.428 0.4444 45.09 4.29 -4.216 4.859 5.37 True
4_2249607 43.6312 30.5818 11.0151 4.6792 15.6943 8.2746 348.42 0.99946 12.6741 97.8619 0.998 -0.1901 1.6 -3.084 -0.6565 38.26 14.71 0.5726 5.35 7.104 True
4_2311388 34.9998 31.1377 9.7207 4.2622 13.9829 11.6251 277.39 0.99898 27.0412 79.276 0.9878 0.4194 15.8 4.705 4.94 33.18 -15.78 -0.6254 6.182 6.729 True
4_2993715 53.9727 26.996 10.4769 5.2153 15.6922 9687.4219 238.71 0.98076 27.4982 104.9848 0.9285 -0.9218 5.829 -1.613 -3.742 47.33 7.599 1.481 4.806 7.744 True
4_3358750 57.5143 53.9834 11.1763 11.5096 22.6859 915.5828 11.549 0.13931 0.0 19.2773 1.0 0.9998 74.97 -1.947 0.0 25.61 -4.664 -6.741 4.649 5.115 True
4_3696393 63.2363 58.7376 12.5858 12.9256 25.511400000000002 692.9437 11.601 0.071875 0.0 5.1817 1.0 1.0 70.44 2.343 0.0 13.99 1.124 2.55 4.466 4.914 True
4_3809521 61.2062 27.9212 12.778 6.0041 18.7821 11959.1904 287.56 0.98075 5.5921 87.9861 0.9972 0.0337 1.535 -0.2536 1.133 38.66 -0.9192 3.517 4.548 7.527 True
4_3828454 59.6087 24.8601 18.2922 8.8467 27.1389 8174.4902 2749.8 0.99835 0.0 39.0774 1.0 0.9209 0.3291 -0.02616 0.0 13.1 6.926 0.1923 4.577 7.81 False
4_3963712 61.8674 52.2354 9.2406 7.0434 16.284 1180.0765 1949.7 0.99929 18.6453 40.4551 0.9993 0.6408 -0.7878 -0.4415 1.597 20.0 4.159 0.5739 4.566 4.927 True
4_3985093 51.6738 48.0939 8.9297 9.6582 18.5879 2647.0117 13.779 0.28779 12.0719 31.5714 1.0 1.0 100.4 -2.429 1.849 21.89 -9.969 0.9026 4.888 5.383 True
